Vehicles,Column1,Month,Year,Units,Vehicles.1,Vehicles_Cleaned,Classification,Category.1,Date
Suzuki Mehran,Sale,Oct,2007,3014.0,Suzuki Mehran,Suzuki Mehran,800 cc & Below 1000cc,CARS,2007-10-01
Suzuki Mehran,Sale,Nov,2007,3480.0,Suzuki Mehran,Suzuki Mehran,800 cc & Below 1000cc,CARS,2007-11-01
Suzuki Mehran,Sale,Dec,2007,2233.0,Suzuki Mehran,Suzuki Mehran,800 cc & Below 1000cc,CARS,2007-12-01
Suzuki Mehran,Sale,Jan,2008,2669.0,Suzuki Mehran,Suzuki Mehran,800 cc & Below 1000cc,CARS,2008-01-01
Suzuki Mehran,Sale,Feb,2008,3030.0,Suzuki Mehran,Suzuki Mehran,800 cc & Below 1000cc,CARS,2008-02-01
Suzuki Mehran,Sale,Mar,2008,3390.0,Suzuki Mehran,Suzuki Mehran,800 cc & Below 1000cc,CARS,2008-03-01
Suzuki Mehran,Sale,Apr,2008,3160.0,Suzuki Mehran,Suzuki Mehran,800 cc & Below 1000cc,CARS,2008-04-01
Suzuki Mehran,Sale,May,2008,3303.0,Suzuki Mehran,Suzuki Mehran,800 cc & Below 1000cc,CARS,2008-05-01
Suzuki Mehran,Sale,Jun,2008,2388.0,Suzuki Mehran,Suzuki Mehran,800 cc & Below 1000cc,CARS,2008-06-01
Suzuki Bolan,Prod.,Jul,2007,1182.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2007-07-01
Suzuki Bolan,Prod.,Aug,2007,1562.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2007-08-01
Suzuki Bolan,Prod.,Sep,2007,1610.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2007-09-01
Suzuki Bolan,Prod.,Oct,2007,1410.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2007-10-01
Suzuki Bolan,Prod.,Nov,2007,1821.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2007-11-01
Suzuki Bolan,Prod.,Dec,2007,1326.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2007-12-01
Suzuki Bolan,Prod.,Jan,2008,1128.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2008-01-01
Suzuki Bolan,Prod.,Feb,2008,1516.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2008-02-01
Suzuki Bolan,Prod.,Mar,2008,1496.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2008-03-01
Suzuki Bolan,Prod.,Apr,2008,1679.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2008-04-01
Suzuki Bolan,Prod.,May,2008,1461.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2008-05-01
Suzuki Bolan,Prod.,Jun,2008,1059.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2008-06-01
Suzuki Bolan,Sale,Jul,2007,1139.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2007-07-01
Suzuki Bolan,Sale,Aug,2007,1611.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2007-08-01
Suzuki Bolan,Sale,Sep,2007,1593.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2007-09-01
Suzuki Bolan,Sale,Oct,2007,1370.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2007-10-01
Suzuki Bolan,Sale,Nov,2007,1817.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2007-11-01
Suzuki Bolan,Sale,Dec,2007,1271.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2007-12-01
Suzuki Bolan,Sale,Jan,2008,1103.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2008-01-01
Suzuki Bolan,Sale,Feb,2008,1526.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2008-02-01
Suzuki Bolan,Sale,Mar,2008,1554.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2008-03-01
Suzuki Bolan,Sale,Apr,2008,1657.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2008-04-01
Suzuki Bolan,Sale,May,2008,1412.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2008-05-01
Suzuki Bolan,Sale,Jun,2008,1156.0,Suzuki Bolan,Suzuki Bolan,800 cc & Below 1000cc,CARS,2008-06-01
Hino,Prod.,Jul,2007,177.0,Hino,Hino,,TRUCKS,2007-07-01
Hino,Prod.,Aug,2007,232.0,Hino,Hino,,TRUCKS,2007-08-01
Hino,Prod.,Sep,2007,151.0,Hino,Hino,,TRUCKS,2007-09-01
Hino,Prod.,Oct,2007,134.0,Hino,Hino,,TRUCKS,2007-10-01
Hino,Prod.,Nov,2007,207.0,Hino,Hino,,TRUCKS,2007-11-01
Hino,Prod.,Dec,2007,191.0,Hino,Hino,,TRUCKS,2007-12-01
Hino,Prod.,Jan,2008,255.0,Hino,Hino,,TRUCKS,2008-01-01
Hino,Prod.,Feb,2008,253.0,Hino,Hino,,TRUCKS,2008-02-01
Hino,Prod.,Mar,2008,231.0,Hino,Hino,,TRUCKS,2008-03-01
Hino,Prod.,Apr,2008,218.0,Hino,Hino,,TRUCKS,2008-04-01
Hino,Prod.,May,2008,296.0,Hino,Hino,,TRUCKS,2008-05-01
Hino,Prod.,Jun,2008,310.0,Hino,Hino,,TRUCKS,2008-06-01
Hino,Sale,Jul,2007,198.0,Hino,Hino,,TRUCKS,2007-07-01
Hino,Sale,Aug,2007,212.0,Hino,Hino,,TRUCKS,2007-08-01
Hino,Sale,Sep,2007,119.0,Hino,Hino,,TRUCKS,2007-09-01
Hino,Sale,Oct,2007,122.0,Hino,Hino,,TRUCKS,2007-10-01
Hino,Sale,Nov,2007,256.0,Hino,Hino,,TRUCKS,2007-11-01
Hino,Sale,Dec,2007,138.0,Hino,Hino,,TRUCKS,2007-12-01
Hino,Sale,Jan,2008,283.0,Hino,Hino,,TRUCKS,2008-01-01
Hino,Sale,Feb,2008,282.0,Hino,Hino,,TRUCKS,2008-02-01
Hino,Sale,Mar,2008,309.0,Hino,Hino,,TRUCKS,2008-03-01
Hino,Sale,Apr,2008,237.0,Hino,Hino,,TRUCKS,2008-04-01
Hino,Sale,May,2008,243.0,Hino,Hino,,TRUCKS,2008-05-01
Hino,Sale,Jun,2008,253.0,Hino,Hino,,TRUCKS,2008-06-01
Nissan,Prod.,Jul,2007,66.0,Nissan,Nissan,,TRUCKS,2007-07-01
Nissan,Prod.,Aug,2007,6.0,Nissan,Nissan,,TRUCKS,2007-08-01
Nissan,Prod.,Sep,2007,60.0,Nissan,Nissan,,TRUCKS,2007-09-01
Nissan,Prod.,Oct,2007,41.0,Nissan,Nissan,,TRUCKS,2007-10-01
Nissan,Prod.,Nov,2007,78.0,Nissan,Nissan,,TRUCKS,2007-11-01
Nissan,Prod.,Dec,2007,71.0,Nissan,Nissan,,TRUCKS,2007-12-01
Nissan,Prod.,Jan,2008,94.0,Nissan,Nissan,,TRUCKS,2008-01-01
Nissan,Prod.,Feb,2008,87.0,Nissan,Nissan,,TRUCKS,2008-02-01
Nissan,Prod.,Mar,2008,90.0,Nissan,Nissan,,TRUCKS,2008-03-01
Nissan,Prod.,Apr,2008,94.0,Nissan,Nissan,,TRUCKS,2008-04-01
Nissan,Prod.,May,2008,140.0,Nissan,Nissan,,TRUCKS,2008-05-01
Nissan,Prod.,Jun,2008,99.0,Nissan,Nissan,,TRUCKS,2008-06-01
Nissan,Sale,Jul,2007,70.0,Nissan,Nissan,,TRUCKS,2007-07-01
Nissan,Sale,Aug,2007,66.0,Nissan,Nissan,,TRUCKS,2007-08-01
Nissan,Sale,Sep,2007,71.0,Nissan,Nissan,,TRUCKS,2007-09-01
Nissan,Sale,Oct,2007,73.0,Nissan,Nissan,,TRUCKS,2007-10-01
Nissan,Sale,Nov,2007,89.0,Nissan,Nissan,,TRUCKS,2007-11-01
Nissan,Sale,Dec,2007,106.0,Nissan,Nissan,,TRUCKS,2007-12-01
Nissan,Sale,Jan,2008,162.0,Nissan,Nissan,,TRUCKS,2008-01-01
Nissan,Sale,Feb,2008,75.0,Nissan,Nissan,,TRUCKS,2008-02-01
Nissan,Sale,Mar,2008,116.0,Nissan,Nissan,,TRUCKS,2008-03-01
Nissan,Sale,Apr,2008,109.0,Nissan,Nissan,,TRUCKS,2008-04-01
Nissan,Sale,May,2008,133.0,Nissan,Nissan,,TRUCKS,2008-05-01
Nissan,Sale,Jun,2008,96.0,Nissan,Nissan,,TRUCKS,2008-06-01
Dong Feng,Prod.,Jul,2007,0.0,Dong Feng,Dong Feng,,TRUCKS,2007-07-01
Dong Feng,Prod.,Aug,2007,0.0,Dong Feng,Dong Feng,,TRUCKS,2007-08-01
Dong Feng,Prod.,Sep,2007,0.0,Dong Feng,Dong Feng,,TRUCKS,2007-09-01
Dong Feng,Prod.,Oct,2007,0.0,Dong Feng,Dong Feng,,TRUCKS,2007-10-01
Dong Feng,Prod.,Nov,2007,0.0,Dong Feng,Dong Feng,,TRUCKS,2007-11-01
Dong Feng,Prod.,Dec,2007,0.0,Dong Feng,Dong Feng,,TRUCKS,2007-12-01
Dong Feng,Prod.,Jan,2008,0.0,Dong Feng,Dong Feng,,TRUCKS,2008-01-01
Dong Feng,Prod.,Feb,2008,0.0,Dong Feng,Dong Feng,,TRUCKS,2008-02-01
Dong Feng,Prod.,Mar,2008,0.0,Dong Feng,Dong Feng,,TRUCKS,2008-03-01
Dong Feng,Prod.,Apr,2008,0.0,Dong Feng,Dong Feng,,TRUCKS,2008-04-01
Dong Feng,Prod.,May,2008,0.0,Dong Feng,Dong Feng,,TRUCKS,2008-05-01
Dong Feng,Prod.,Jun,2008,0.0,Dong Feng,Dong Feng,,TRUCKS,2008-06-01
Dong Feng,Sale,Jul,2007,0.0,Dong Feng,Dong Feng,,TRUCKS,2007-07-01
Dong Feng,Sale,Aug,2007,0.0,Dong Feng,Dong Feng,,TRUCKS,2007-08-01
Dong Feng,Sale,Sep,2007,0.0,Dong Feng,Dong Feng,,TRUCKS,2007-09-01
Dong Feng,Sale,Oct,2007,0.0,Dong Feng,Dong Feng,,TRUCKS,2007-10-01
Dong Feng,Sale,Nov,2007,0.0,Dong Feng,Dong Feng,,TRUCKS,2007-11-01
Dong Feng,Sale,Dec,2007,0.0,Dong Feng,Dong Feng,,TRUCKS,2007-12-01
Dong Feng,Sale,Jan,2008,0.0,Dong Feng,Dong Feng,,TRUCKS,2008-01-01
Dong Feng,Sale,Feb,2008,0.0,Dong Feng,Dong Feng,,TRUCKS,2008-02-01
Dong Feng,Sale,Mar,2008,0.0,Dong Feng,Dong Feng,,TRUCKS,2008-03-01
Dong Feng,Sale,Apr,2008,0.0,Dong Feng,Dong Feng,,TRUCKS,2008-04-01
Dong Feng,Sale,May,2008,0.0,Dong Feng,Dong Feng,,TRUCKS,2008-05-01
Dong Feng,Sale,Jun,2008,0.0,Dong Feng,Dong Feng,,TRUCKS,2008-06-01
Master,Prod.,Jul,2007,34.0,Master,Master,,TRUCKS,2007-07-01
Master,Prod.,Aug,2007,9.0,Master,Master,,TRUCKS,2007-08-01
Master,Prod.,Sep,2007,20.0,Master,Master,,TRUCKS,2007-09-01
Master,Prod.,Oct,2007,23.0,Master,Master,,TRUCKS,2007-10-01
Master,Prod.,Nov,2007,12.0,Master,Master,,TRUCKS,2007-11-01
Master,Prod.,Dec,2007,12.0,Master,Master,,TRUCKS,2007-12-01
Master,Prod.,Jan,2008,65.0,Master,Master,,TRUCKS,2008-01-01
Master,Prod.,Feb,2008,83.0,Master,Master,,TRUCKS,2008-02-01
Master,Prod.,Mar,2008,83.0,Master,Master,,TRUCKS,2008-03-01
Master,Prod.,Apr,2008,66.0,Master,Master,,TRUCKS,2008-04-01
Master,Prod.,May,2008,77.0,Master,Master,,TRUCKS,2008-05-01
Master,Prod.,Jun,2008,106.0,Master,Master,,TRUCKS,2008-06-01
Master,Sale,Jul,2007,25.0,Master,Master,,TRUCKS,2007-07-01
Master,Sale,Aug,2007,24.0,Master,Master,,TRUCKS,2007-08-01
Master,Sale,Sep,2007,18.0,Master,Master,,TRUCKS,2007-09-01
Master,Sale,Oct,2007,19.0,Master,Master,,TRUCKS,2007-10-01
Master,Sale,Nov,2007,19.0,Master,Master,,TRUCKS,2007-11-01
Master,Sale,Dec,2007,16.0,Master,Master,,TRUCKS,2007-12-01
Master,Sale,Jan,2008,46.0,Master,Master,,TRUCKS,2008-01-01
Master,Sale,Feb,2008,63.0,Master,Master,,TRUCKS,2008-02-01
Master,Sale,Mar,2008,73.0,Master,Master,,TRUCKS,2008-03-01
Master,Sale,Apr,2008,96.0,Master,Master,,TRUCKS,2008-04-01
Master,Sale,May,2008,84.0,Master,Master,,TRUCKS,2008-05-01
Master,Sale,Jun,2008,136.0,Master,Master,,TRUCKS,2008-06-01
Isuzu,Prod.,Jul,2007,24.0,Isuzu,Isuzu,,TRUCKS,2007-07-01
Isuzu,Prod.,Aug,2007,60.0,Isuzu,Isuzu,,TRUCKS,2007-08-01
Isuzu,Prod.,Sep,2007,32.0,Isuzu,Isuzu,,TRUCKS,2007-09-01
Isuzu,Prod.,Oct,2007,46.0,Isuzu,Isuzu,,TRUCKS,2007-10-01
Isuzu,Prod.,Nov,2007,120.0,Isuzu,Isuzu,,TRUCKS,2007-11-01
Isuzu,Prod.,Dec,2007,30.0,Isuzu,Isuzu,,TRUCKS,2007-12-01
Isuzu,Prod.,Jan,2008,78.0,Isuzu,Isuzu,,TRUCKS,2008-01-01
Isuzu,Prod.,Feb,2008,78.0,Isuzu,Isuzu,,TRUCKS,2008-02-01
Isuzu,Prod.,Mar,2008,84.0,Isuzu,Isuzu,,TRUCKS,2008-03-01
Isuzu,Prod.,Apr,2008,90.0,Isuzu,Isuzu,,TRUCKS,2008-04-01
Isuzu,Prod.,May,2008,72.0,Isuzu,Isuzu,,TRUCKS,2008-05-01
Isuzu,Prod.,Jun,2008,108.0,Isuzu,Isuzu,,TRUCKS,2008-06-01
Isuzu,Sale,Jul,2007,39.0,Isuzu,Isuzu,,TRUCKS,2007-07-01
Isuzu,Sale,Aug,2007,64.0,Isuzu,Isuzu,,TRUCKS,2007-08-01
Isuzu,Sale,Sep,2007,80.0,Isuzu,Isuzu,,TRUCKS,2007-09-01
Isuzu,Sale,Oct,2007,13.0,Isuzu,Isuzu,,TRUCKS,2007-10-01
Isuzu,Sale,Nov,2007,79.0,Isuzu,Isuzu,,TRUCKS,2007-11-01
Isuzu,Sale,Dec,2007,90.0,Isuzu,Isuzu,,TRUCKS,2007-12-01
Isuzu,Sale,Jan,2008,58.0,Isuzu,Isuzu,,TRUCKS,2008-01-01
Isuzu,Sale,Feb,2008,91.0,Isuzu,Isuzu,,TRUCKS,2008-02-01
Isuzu,Sale,Mar,2008,96.0,Isuzu,Isuzu,,TRUCKS,2008-03-01
Isuzu,Sale,Apr,2008,81.0,Isuzu,Isuzu,,TRUCKS,2008-04-01
Isuzu,Sale,May,2008,98.0,Isuzu,Isuzu,,TRUCKS,2008-05-01
Isuzu,Sale,Jun,2008,124.0,Isuzu,Isuzu,,TRUCKS,2008-06-01
Volvo,Prod.,Jul,2007,0.0,Volvo,Volvo,,TRUCKS,2007-07-01
Volvo,Prod.,Aug,2007,0.0,Volvo,Volvo,,TRUCKS,2007-08-01
Volvo,Prod.,Sep,2007,0.0,Volvo,Volvo,,TRUCKS,2007-09-01
Volvo,Prod.,Oct,2007,0.0,Volvo,Volvo,,TRUCKS,2007-10-01
Volvo,Prod.,Nov,2007,0.0,Volvo,Volvo,,TRUCKS,2007-11-01
Volvo,Prod.,Dec,2007,0.0,Volvo,Volvo,,TRUCKS,2007-12-01
Volvo,Prod.,Jan,2008,0.0,Volvo,Volvo,,TRUCKS,2008-01-01
Volvo,Prod.,Feb,2008,0.0,Volvo,Volvo,,TRUCKS,2008-02-01
Volvo,Prod.,Mar,2008,0.0,Volvo,Volvo,,TRUCKS,2008-03-01
Volvo,Prod.,Apr,2008,0.0,Volvo,Volvo,,TRUCKS,2008-04-01
Volvo,Prod.,May,2008,0.0,Volvo,Volvo,,TRUCKS,2008-05-01
Volvo,Prod.,Jun,2008,0.0,Volvo,Volvo,,TRUCKS,2008-06-01
Volvo,Sale,Jul,2007,0.0,Volvo,Volvo,,TRUCKS,2007-07-01
Volvo,Sale,Aug,2007,0.0,Volvo,Volvo,,TRUCKS,2007-08-01
Volvo,Sale,Sep,2007,0.0,Volvo,Volvo,,TRUCKS,2007-09-01
Volvo,Sale,Oct,2007,0.0,Volvo,Volvo,,TRUCKS,2007-10-01
Volvo,Sale,Nov,2007,0.0,Volvo,Volvo,,TRUCKS,2007-11-01
Volvo,Sale,Dec,2007,0.0,Volvo,Volvo,,TRUCKS,2007-12-01
Volvo,Sale,Jan,2008,0.0,Volvo,Volvo,,TRUCKS,2008-01-01
Volvo,Sale,Feb,2008,0.0,Volvo,Volvo,,TRUCKS,2008-02-01
Volvo,Sale,Mar,2008,0.0,Volvo,Volvo,,TRUCKS,2008-03-01
Volvo,Sale,Apr,2008,0.0,Volvo,Volvo,,TRUCKS,2008-04-01
Volvo,Sale,May,2008,0.0,Volvo,Volvo,,TRUCKS,2008-05-01
Volvo,Sale,Jun,2008,0.0,Volvo,Volvo,,TRUCKS,2008-06-01
Hino,Prod.,Jul,2007,108.0,Hino,Hino,,TRUCKS,2007-07-01
Hino,Prod.,Aug,2007,102.0,Hino,Hino,,TRUCKS,2007-08-01
Hino,Prod.,Sep,2007,60.0,Hino,Hino,,TRUCKS,2007-09-01
Hino,Prod.,Oct,2007,66.0,Hino,Hino,,TRUCKS,2007-10-01
Hino,Prod.,Nov,2007,66.0,Hino,Hino,,TRUCKS,2007-11-01
Hino,Prod.,Dec,2007,20.0,Hino,Hino,,TRUCKS,2007-12-01
Hino,Prod.,Jan,2008,81.0,Hino,Hino,,TRUCKS,2008-01-01
Hino,Prod.,Feb,2008,60.0,Hino,Hino,,TRUCKS,2008-02-01
Hino,Prod.,Mar,2008,72.0,Hino,Hino,,TRUCKS,2008-03-01
Hino,Prod.,Apr,2008,96.0,Hino,Hino,,TRUCKS,2008-04-01
Hino,Prod.,May,2008,90.0,Hino,Hino,,TRUCKS,2008-05-01
Hino,Prod.,Jun,2008,66.0,Hino,Hino,,TRUCKS,2008-06-01
Hino,Sale,Jul,2007,89.0,Hino,Hino,,TRUCKS,2007-07-01
Hino,Sale,Aug,2007,91.0,Hino,Hino,,TRUCKS,2007-08-01
Hino,Sale,Sep,2007,86.0,Hino,Hino,,TRUCKS,2007-09-01
Hino,Sale,Oct,2007,63.0,Hino,Hino,,TRUCKS,2007-10-01
Hino,Sale,Nov,2007,75.0,Hino,Hino,,TRUCKS,2007-11-01
Hino,Sale,Dec,2007,38.0,Hino,Hino,,TRUCKS,2007-12-01
Hino,Sale,Jan,2008,70.0,Hino,Hino,,TRUCKS,2008-01-01
Hino,Sale,Feb,2008,73.0,Hino,Hino,,TRUCKS,2008-02-01
Hino,Sale,Mar,2008,97.0,Hino,Hino,,TRUCKS,2008-03-01
Hino,Sale,Apr,2008,75.0,Hino,Hino,,TRUCKS,2008-04-01
Hino,Sale,May,2008,90.0,Hino,Hino,,TRUCKS,2008-05-01
Hino,Sale,Jun,2008,79.0,Hino,Hino,,TRUCKS,2008-06-01
Nissan,Prod.,Jul,2007,6.0,Nissan,Nissan,,TRUCKS,2007-07-01
Nissan,Prod.,Sep,2007,0.0,Nissan,Nissan,,TRUCKS,2007-09-01
Nissan,Prod.,Oct,2007,6.0,Nissan,Nissan,,TRUCKS,2007-10-01
Nissan,Prod.,Nov,2007,6.0,Nissan,Nissan,,TRUCKS,2007-11-01
Nissan,Prod.,Dec,2007,6.0,Nissan,Nissan,,TRUCKS,2007-12-01
Nissan,Prod.,Jan,2008,6.0,Nissan,Nissan,,TRUCKS,2008-01-01
Nissan,Prod.,Feb,2008,6.0,Nissan,Nissan,,TRUCKS,2008-02-01
Nissan,Prod.,Mar,2008,6.0,Nissan,Nissan,,TRUCKS,2008-03-01
Nissan,Prod.,Apr,2008,0.0,Nissan,Nissan,,TRUCKS,2008-04-01
Nissan,Prod.,May,2008,0.0,Nissan,Nissan,,TRUCKS,2008-05-01
Nissan,Prod.,Jun,2008,6.0,Nissan,Nissan,,TRUCKS,2008-06-01
Nissan,Sale,Jul,2007,1.0,Nissan,Nissan,,TRUCKS,2007-07-01
Nissan,Sale,Aug,2007,8.0,Nissan,Nissan,,TRUCKS,2007-08-01
Nissan,Sale,Sep,2007,0.0,Nissan,Nissan,,TRUCKS,2007-09-01
Nissan,Sale,Oct,2007,1.0,Nissan,Nissan,,TRUCKS,2007-10-01
Nissan,Sale,Nov,2007,12.0,Nissan,Nissan,,TRUCKS,2007-11-01
Nissan,Sale,Dec,2007,2.0,Nissan,Nissan,,TRUCKS,2007-12-01
Nissan,Sale,Jan,2008,3.0,Nissan,Nissan,,TRUCKS,2008-01-01
Nissan,Sale,Feb,2008,0.0,Nissan,Nissan,,TRUCKS,2008-02-01
Nissan,Sale,Mar,2008,1.0,Nissan,Nissan,,TRUCKS,2008-03-01
Nissan,Sale,Apr,2008,2.0,Nissan,Nissan,,TRUCKS,2008-04-01
Nissan,Sale,May,2008,12.0,Nissan,Nissan,,TRUCKS,2008-05-01
Nissan,Sale,Jun,2008,1.0,Nissan,Nissan,,TRUCKS,2008-06-01
Dong Feng,Prod.,Jul,2007,6.0,Dong Feng,Dong Feng,,TRUCKS,2007-07-01
Dong Feng,Prod.,Oct,2007,4.0,Dong Feng,Dong Feng,,TRUCKS,2007-10-01
Dong Feng,Prod.,Apr,2008,2.0,Dong Feng,Dong Feng,,TRUCKS,2008-04-01
Dong Feng,Prod.,Jun,2008,3.0,Dong Feng,Dong Feng,,TRUCKS,2008-06-01
Dong Feng,Sale,Aug,2007,3.0,Dong Feng,Dong Feng,,TRUCKS,2007-08-01
Dong Feng,Sale,Sep,2007,1.0,Dong Feng,Dong Feng,,TRUCKS,2007-09-01
Dong Feng,Sale,Oct,2007,1.0,Dong Feng,Dong Feng,,TRUCKS,2007-10-01
Dong Feng,Sale,Nov,2007,5.0,Dong Feng,Dong Feng,,TRUCKS,2007-11-01
Dong Feng,Sale,Dec,2007,1.0,Dong Feng,Dong Feng,,TRUCKS,2007-12-01
Dong Feng,Sale,Jan,2008,4.0,Dong Feng,Dong Feng,,TRUCKS,2008-01-01
Dong Feng,Sale,Feb,2008,3.0,Dong Feng,Dong Feng,,TRUCKS,2008-02-01
Master,Prod.,Jul,2007,1.0,Master,Master,,TRUCKS,2007-07-01
Master,Prod.,Aug,2007,0.0,Master,Master,,TRUCKS,2007-08-01
Master,Prod.,Sep,2007,0.0,Master,Master,,TRUCKS,2007-09-01
Master,Prod.,Oct,2007,0.0,Master,Master,,TRUCKS,2007-10-01
Master,Prod.,Nov,2007,1.0,Master,Master,,TRUCKS,2007-11-01
Master,Prod.,Dec,2007,0.0,Master,Master,,TRUCKS,2007-12-01
Master,Prod.,Jan,2008,0.0,Master,Master,,TRUCKS,2008-01-01
Master,Prod.,Feb,2008,1.0,Master,Master,,TRUCKS,2008-02-01
Master,Prod.,Mar,2008,2.0,Master,Master,,TRUCKS,2008-03-01
Master,Prod.,Apr,2008,0.0,Master,Master,,TRUCKS,2008-04-01
Master,Prod.,May,2008,1.0,Master,Master,,TRUCKS,2008-05-01
Master,Prod.,Jun,2008,2.0,Master,Master,,TRUCKS,2008-06-01
Master,Sale,Jul,2007,0.0,Master,Master,,TRUCKS,2007-07-01
Master,Sale,Aug,2007,1.0,Master,Master,,TRUCKS,2007-08-01
Master,Sale,Sep,2007,0.0,Master,Master,,TRUCKS,2007-09-01
Master,Sale,Oct,2007,0.0,Master,Master,,TRUCKS,2007-10-01
Master,Sale,Nov,2007,1.0,Master,Master,,TRUCKS,2007-11-01
Master,Sale,Dec,2007,0.0,Master,Master,,TRUCKS,2007-12-01
Master,Sale,Jan,2008,0.0,Master,Master,,TRUCKS,2008-01-01
Master,Sale,Feb,2008,0.0,Master,Master,,TRUCKS,2008-02-01
Master,Sale,Mar,2008,2.0,Master,Master,,TRUCKS,2008-03-01
Master,Sale,Apr,2008,1.0,Master,Master,,TRUCKS,2008-04-01
Master,Sale,May,2008,0.0,Master,Master,,TRUCKS,2008-05-01
Master,Sale,Jun,2008,2.0,Master,Master,,TRUCKS,2008-06-01
Isuzu,Prod.,Jul,2007,14.0,Isuzu,Isuzu,,TRUCKS,2007-07-01
Isuzu,Prod.,Aug,2007,34.0,Isuzu,Isuzu,,TRUCKS,2007-08-01
Isuzu,Prod.,Sep,2007,0.0,Isuzu,Isuzu,,TRUCKS,2007-09-01
Isuzu,Prod.,Oct,2007,18.0,Isuzu,Isuzu,,TRUCKS,2007-10-01
Isuzu,Prod.,Nov,2007,12.0,Isuzu,Isuzu,,TRUCKS,2007-11-01
Isuzu,Prod.,Dec,2007,0.0,Isuzu,Isuzu,,TRUCKS,2007-12-01
Isuzu,Prod.,Jan,2008,32.0,Isuzu,Isuzu,,TRUCKS,2008-01-01
Isuzu,Prod.,Feb,2008,18.0,Isuzu,Isuzu,,TRUCKS,2008-02-01
Isuzu,Prod.,Mar,2008,12.0,Isuzu,Isuzu,,TRUCKS,2008-03-01
Isuzu,Prod.,Apr,2008,12.0,Isuzu,Isuzu,,TRUCKS,2008-04-01
Isuzu,Prod.,May,2008,18.0,Isuzu,Isuzu,,TRUCKS,2008-05-01
Isuzu,Prod.,Jun,2008,12.0,Isuzu,Isuzu,,TRUCKS,2008-06-01
Isuzu,Sale,Jul,2007,30.0,Isuzu,Isuzu,,TRUCKS,2007-07-01
Isuzu,Sale,Aug,2007,13.0,Isuzu,Isuzu,,TRUCKS,2007-08-01
Isuzu,Sale,Sep,2007,14.0,Isuzu,Isuzu,,TRUCKS,2007-09-01
Isuzu,Sale,Oct,2007,0.0,Isuzu,Isuzu,,TRUCKS,2007-10-01
Isuzu,Sale,Nov,2007,24.0,Isuzu,Isuzu,,TRUCKS,2007-11-01
Isuzu,Sale,Dec,2007,6.0,Isuzu,Isuzu,,TRUCKS,2007-12-01
Isuzu,Sale,Jan,2008,17.0,Isuzu,Isuzu,,TRUCKS,2008-01-01
Isuzu,Sale,Feb,2008,5.0,Isuzu,Isuzu,,TRUCKS,2008-02-01
Isuzu,Sale,Mar,2008,11.0,Isuzu,Isuzu,,TRUCKS,2008-03-01
Isuzu,Sale,Apr,2008,12.0,Isuzu,Isuzu,,TRUCKS,2008-04-01
Isuzu,Sale,May,2008,22.0,Isuzu,Isuzu,,TRUCKS,2008-05-01
Isuzu,Sale,Jun,2008,47.0,Isuzu,Isuzu,,TRUCKS,2008-06-01
Suzuki Potohar,Prod.,Jul,2007,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2007-07-01
Suzuki Potohar,Prod.,Aug,2007,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2007-08-01
Suzuki Potohar,Prod.,Sep,2007,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2007-09-01
Suzuki Potohar,Prod.,Oct,2007,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2007-10-01
Suzuki Potohar,Prod.,Nov,2007,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2007-11-01
